,Time,Station,Temperature
2925,1988-09-01,BASE SAN MART,-15.0
2926,1988-09-01,NOVOLAZAREVSK,-17.3
2927,1988-09-01,SYOWA,-17.9
2928,1988-09-01,MOLODEZNAJA,-16.9
2929,1988-09-01,VOSTOK,-66.8
2930,1988-09-01,MCMURDO,-17.5
2931,1988-10-01,AMUNDSEN-SCOT,-54.1
2932,1988-10-01,HALLEY,-30.6
2933,1988-10-01,BASE BELGRANO,-18.9
2934,1988-10-01,ROTHERA POINT,-6.0
2935,1988-10-01,SYOWA,-16.2
2936,1988-10-01,MCMURDO,-19.4
2937,1988-11-01,AMUNDSEN-SCOT,-44.7
2938,1988-11-01,HALLEY,-21.2
2939,1988-11-01,BASE BELGRANO,-16.0
2940,1988-11-01,ROTHERA POINT,-3.9
2941,1988-11-01,BASE SAN MART,-4.4
2942,1988-11-01,SYOWA,-12.1
2943,1988-11-01,MCMURDO,-18.8
2944,1988-12-01,AMUNDSEN-SCOT,-36.8
2945,1988-12-01,HALLEY,-12.1
2946,1988-12-01,BASE BELGRANO,-9.1
2947,1988-12-01,ROTHERA POINT,-1.7
2948,1988-12-01,BASE SAN MART,-2.0
2949,1988-12-01,SYOWA,-7.3
2950,1988-12-01,MCMURDO,-10.8
2951,1989-01-01,AMUNDSEN-SCOT,-27.8
2952,1989-01-01,HALLEY,-5.7
2953,1989-01-01,BASE BELGRANO,-3.2
2954,1989-01-01,ROTHERA POINT,0.9
2955,1989-01-01,BASE SAN MART,1.3
2956,1989-01-01,SYOWA,-2.4
2957,1989-01-01,MCMURDO,-5.7
2958,1989-02-01,AMUNDSEN-SCOT,-29.8
2959,1989-02-01,HALLEY,-4.5
2960,1989-02-01,BASE BELGRANO,-2.4
2961,1989-02-01,ROTHERA POINT,2.0
2962,1989-02-01,NOVOLAZAREVSK,-0.3
2963,1989-02-01,SYOWA,-1.1
2964,1989-02-01,MOLODEZNAJA,-1.5
2965,1989-02-01,VOSTOK,-34.6
2966,1989-02-01,MCMURDO,-4.8
2967,1989-03-01,AMUNDSEN-SCOT,-39.9
2968,1989-03-01,HALLEY,-10.0
2969,1989-03-01,BASE BELGRANO,-7.4
2970,1989-03-01,ROTHERA POINT,2.0
2971,1989-03-01,BASE SAN MART,2.2
2972,1989-03-01,NOVOLAZAREVSK,-3.0
2973,1989-03-01,SYOWA,-2.2
2974,1989-03-01,MOLODEZNAJA,-3.4
2975,1989-03-01,VOSTOK,-44.9
2976,1989-04-01,AMUNDSEN-SCOT,-52.6
2977,1989-04-01,HALLEY,-15.8
2978,1989-04-01,BASE BELGRANO,-8.3
2979,1989-04-01,ROTHERA POINT,0.3
2980,1989-04-01,BASE SAN MART,0.2
2981,1989-04-01,NOVOLAZAREVSK,-7.5
2982,1989-04-01,SYOWA,-6.2
2983,1989-04-01,MOLODEZNAJA,-9.7
2984,1989-04-01,VOSTOK,-56.7
2985,1989-05-01,AMUNDSEN-SCOT,-59.0
2986,1989-05-01,HALLEY,-22.1
2987,1989-05-01,BASE BELGRANO,-18.4
2988,1989-05-01,ROTHERA POINT,-4.0
2989,1989-05-01,BASE SAN MART,-5.0
2990,1989-05-01,NOVOLAZAREVSK,-11.7
2991,1989-05-01,SYOWA,-11.9
2992,1989-05-01,MOLODEZNAJA,-13.6
2993,1989-05-01,VOSTOK,-66.4
2994,1989-05-01,MCMURDO,-21.2
2995,1989-06-01,AMUNDSEN-SCOT,-60.8
2996,1989-06-01,HALLEY,-25.5
2997,1989-06-01,BASE BELGRANO,-19.2
2998,1989-06-01,ROTHERA POINT,-2.7
2999,1989-06-01,BASE SAN MART,-2.5
3000,1989-06-01,NOVOLAZAREVSK,-20.6
3001,1989-06-01,SYOWA,-21.1
3002,1989-06-01,MOLODEZNAJA,-18.0
3003,1989-06-01,VOSTOK,-69.0
3004,1989-07-01,AMUNDSEN-SCOT,-57.1
3005,1989-07-01,HALLEY,-24.0
3006,1989-07-01,BASE BELGRANO,-17.0
3007,1989-07-01,ROTHERA POINT,-5.2
3008,1989-07-01,BASE SAN MART,-6.4
3009,1989-07-01,NOVOLAZAREVSK,-16.6
3010,1989-07-01,SYOWA,-18.6
3011,1989-07-01,MOLODEZNAJA,-17.5
3012,1989-07-01,VOSTOK,-68.4
3013,1989-08-01,AMUNDSEN-SCOT,-56.3
3014,1989-08-01,HALLEY,-29.0
3015,1989-08-01,BASE BELGRANO,-19.6
3016,1989-08-01,ROTHERA POINT,-2.7
3017,1989-08-01,BASE SAN MART,-3.3
3018,1989-08-01,NOVOLAZAREVSK,-18.1
3019,1989-08-01,SYOWA,-18.5
3020,1989-08-01,MOLODEZNAJA,-17.5
3021,1989-08-01,VOSTOK,-67.4
3022,1989-09-01,AMUNDSEN-SCOT,-60.9
3023,1989-09-01,HALLEY,-33.8
3024,1989-09-01,BASE BELGRANO,-21.0
3025,1989-09-01,ROTHERA POINT,-4.0
3026,1989-09-01,BASE SAN MART,-7.0
3027,1989-09-01,NOVOLAZAREVSK,-17.7
3028,1989-09-01,SYOWA,-19.9
3029,1989-09-01,MOLODEZNAJA,-18.7
3030,1989-09-01,VOSTOK,-64.9
3031,1989-09-01,MCMURDO,-26.4
3032,1989-10-01,AMUNDSEN-SCOT,-56.4
3033,1989-10-01,HALLEY,-25.3
3034,1989-10-01,BASE BELGRANO,-17.5
3035,1989-10-01,ROTHERA POINT,-4.8
3036,1989-10-01,BASE SAN MART,-6.1
3037,1989-10-01,NOVOLAZAREVSK,-17.9
3038,1989-10-01,SYOWA,-22.8
3039,1989-10-01,MOLODEZNAJA,-20.0
3040,1989-10-01,VOSTOK,-61.1
3041,1989-11-01,AMUNDSEN-SCOT,-51.9
3042,1989-11-01,HALLEY,-20.7
3043,1989-11-01,BASE BELGRANO,-15.1
3044,1989-11-01,ROTHERA POINT,-3.3
3045,1989-11-01,BASE SAN MART,-4.8
3046,1989-11-01,NOVOLAZAREVSK,-11.2
3047,1989-11-01,SYOWA,-12.1
3048,1989-11-01,MOLODEZNAJA,-12.8
3049,1989-11-01,VOSTOK,-54.4
3050,1989-12-01,AMUNDSEN-SCOT,-37.0
3051,1989-12-01,HALLEY,-11.3
3052,1989-12-01,BASE BELGRANO,-7.9
3053,1989-12-01,ROTHERA POINT,-0.7
3054,1989-12-01,BASE SAN MART,-2.0
3055,1989-12-01,SYOWA,-6.7
3056,1989-12-01,MOLODEZNAJA,-7.3
3057,1989-12-01,VOSTOK,-42.8
3058,1989-12-01,MCMURDO,-9.9
3059,1990-01-01,AMUNDSEN-SCOT,-23.7
3060,1990-01-01,HALLEY,-5.9
3061,1990-01-01,BASE BELGRANO,-5.1
3062,1990-01-01,ROTHERA POINT,1.2
3063,1990-01-01,NOVOLAZAREVSK,-0.1
3064,1990-01-01,SYOWA,-0.8
3065,1990-01-01,MOLODEZNAJA,-0.8
3066,1990-01-01,VOSTOK,-28.1
3067,1990-02-01,AMUNDSEN-SCOT,-26.0
3068,1990-02-01,HALLEY,-4.6
3069,1990-02-01,BASE BELGRANO,-2.8
3070,1990-02-01,ROTHERA POINT,2.5
3071,1990-02-01,BASE SAN MART,2.0
3072,1990-02-01,NOVOLAZAREVSK,0.2
3073,1990-02-01,SYOWA,0.1
3074,1990-02-01,MOLODEZNAJA,-0.2
3075,1990-02-01,VOSTOK,-30.4
3076,1990-02-01,MCMURDO,-3.2
3077,1990-03-01,AMUNDSEN-SCOT,-39.6
3078,1990-03-01,HALLEY,-12.5
3079,1990-03-01,BASE BELGRANO,-8.3
3080,1990-03-01,ROTHERA POINT,2.7
3081,1990-03-01,BASE SAN MART,1.8
3082,1990-03-01,NOVOLAZAREVSK,-3.3
3083,1990-03-01,SYOWA,-3.4
3084,1990-03-01,MOLODEZNAJA,-4.5
3085,1990-03-01,VOSTOK,-44.3
3086,1990-04-01,AMUNDSEN-SCOT,-53.4
3087,1990-04-01,HALLEY,-17.1
3088,1990-04-01,BASE BELGRANO,-9.3
3089,1990-04-01,ROTHERA POINT,-1.1
3090,1990-04-01,NOVOLAZAREVSK,-7.4
3091,1990-04-01,SYOWA,-5.9
3092,1990-04-01,MOLODEZNAJA,-7.6
3093,1990-04-01,VOSTOK,-58.9
3094,1990-05-01,AMUNDSEN-SCOT,-57.5
3095,1990-05-01,HALLEY,-23.6
3096,1990-05-01,BASE BELGRANO,-18.1
3097,1990-05-01,ROTHERA POINT,-4.0
3098,1990-05-01,BASE SAN MART,-6.8
3099,1990-05-01,NOVOLAZAREVSK,-10.8
3100,1990-05-01,SYOWA,-11.1
3101,1990-05-01,MOLODEZNAJA,-11.1
3102,1990-05-01,VOSTOK,-63.7
3103,1990-06-01,AMUNDSEN-SCOT,-59.6
3104,1990-06-01,HALLEY,-29.6
3105,1990-06-01,BASE BELGRANO,-19.3
3106,1990-06-01,ROTHERA POINT,-4.8
3107,1990-06-01,BASE SAN MART,-7.7
3108,1990-06-01,NOVOLAZAREVSK,-12.7
3109,1990-06-01,SYOWA,-14.4
3110,1990-06-01,MOLODEZNAJA,-14.5
3111,1990-06-01,VOSTOK,-66.7
3112,1990-06-01,MCMURDO,-23.5
3113,1990-07-01,AMUNDSEN-SCOT,-54.5
3114,1990-07-01,HALLEY,-23.8
3115,1990-07-01,BASE BELGRANO,-15.5
3116,1990-07-01,ROTHERA POINT,-6.0
3117,1990-07-01,NOVOLAZAREVSK,-16.6
3118,1990-07-01,SYOWA,-16.9
3119,1990-07-01,MOLODEZNAJA,-17.5
3120,1990-07-01,VOSTOK,-65.6
3121,1990-07-01,MCMURDO,-25.0
3122,1990-08-01,AMUNDSEN-SCOT,-55.8
3123,1990-08-01,HALLEY,-29.9
3124,1990-08-01,BASE BELGRANO,-19.3
3125,1990-08-01,ROTHERA POINT,-5.1
3126,1990-08-01,NOVOLAZAREVSK,-10.2
3127,1990-08-01,SYOWA,-11.0
3128,1990-08-01,MOLODEZNAJA,-12.0
3129,1990-08-01,VOSTOK,-66.2
3130,1990-08-01,MCMURDO,-25.9
3131,1990-09-01,AMUNDSEN-SCOT,-59.7
3132,1990-09-01,HALLEY,-26.9
3133,1990-09-01,BASE BELGRANO,-18.5
3134,1990-09-01,ROTHERA POINT,-10.7
3135,1990-09-01,NOVOLAZAREVSK,-20.6
3136,1990-09-01,SYOWA,-21.7
3137,1990-09-01,MOLODEZNAJA,-20.6
3138,1990-09-01,VOSTOK,-69.5
3139,1990-10-01,AMUNDSEN-SCOT,-57.0
3140,1990-10-01,HALLEY,-28.9
3141,1990-10-01,BASE BELGRANO,-19.8
3142,1990-10-01,ROTHERA POINT,-7.9
3143,1990-10-01,NOVOLAZAREVSK,-19.8
3144,1990-10-01,SYOWA,-23.5
3145,1990-10-01,MOLODEZNAJA,-22.5
3146,1990-10-01,VOSTOK,-65.8
3147,1990-10-01,MCMURDO,-26.3
3148,1990-11-01,AMUNDSEN-SCOT,-48.2
3149,1990-11-01,HALLEY,-17.7
3150,1990-11-01,BASE BELGRANO,-14.3
3151,1990-11-01,ROTHERA POINT,-5.3
3152,1990-11-01,NOVOLAZAREVSK,-9.7
3153,1990-11-01,SYOWA,-11.3
3154,1990-11-01,MOLODEZNAJA,-11.4
3155,1990-11-01,VOSTOK,-56.0
3156,1990-11-01,MCMURDO,-17.9
3157,1990-12-01,HALLEY,-9.6
3158,1990-12-01,BASE BELGRANO,-5.8
3159,1990-12-01,ROTHERA POINT,-4.1
3160,1990-12-01,NOVOLAZAREVSK,-4.6
3161,1990-12-01,SYOWA,-6.8
3162,1990-12-01,MOLODEZNAJA,-6.9
3163,1990-12-01,VOSTOK,-41.4
3164,1991-01-01,AMUNDSEN-SCOT,-23.3
3165,1991-01-01,HALLEY,-5.2
3166,1991-01-01,BASE BELGRANO,-3.3
3167,1991-01-01,ROTHERA POINT,0.1
3168,1991-01-01,BASE SAN MART,-0.9
3169,1991-01-01,NOVOLAZAREVSK,0.8
3170,1991-01-01,SYOWA,-1.0
3171,1991-01-01,MOLODEZNAJA,-1.5
3172,1991-01-01,VOSTOK,-27.7
3173,1991-02-01,AMUNDSEN-SCOT,-26.9
3174,1991-02-01,HALLEY,-6.0
3175,1991-02-01,BASE BELGRANO,-3.6
3176,1991-02-01,ROTHERA POINT,1.0
3177,1991-02-01,SYOWA,-0.9
3178,1991-03-01,AMUNDSEN-SCOT,-36.3
3179,1991-03-01,HALLEY,-10.2
3180,1991-03-01,BASE BELGRANO,-6.4
3181,1991-03-01,ROTHERA POINT,0.6
3182,1991-03-01,BASE SAN MART,-0.6
3183,1991-03-01,SYOWA,-1.7
3184,1991-04-01,AMUNDSEN-SCOT,-55.3
3185,1991-04-01,HALLEY,-21.8
3186,1991-04-01,BASE BELGRANO,-13.8
3187,1991-04-01,ROTHERA POINT,-1.9
3188,1991-04-01,BASE SAN MART,-2.2
3189,1991-04-01,SYOWA,-6.5
3190,1991-05-01,AMUNDSEN-SCOT,-56.9
3191,1991-05-01,HALLEY,-25.6
3192,1991-05-01,BASE BELGRANO,-17.3
3193,1991-05-01,ROTHERA POINT,-2.8
3194,1991-05-01,SYOWA,-11.1
3195,1991-05-01,MCMURDO,-20.0
3196,1991-06-01,AMUNDSEN-SCOT,-58.3
3197,1991-06-01,HALLEY,-27.5
3198,1991-06-01,BASE BELGRANO,-19.4
3199,1991-06-01,ROTHERA POINT,-8.0
3200,1991-06-01,SYOWA,-11.2
3201,1991-07-01,AMUNDSEN-SCOT,-57.1
3202,1991-07-01,HALLEY,-23.3
3203,1991-07-01,BASE BELGRANO,-17.2
3204,1991-07-01,ROTHERA POINT,-13.9
3205,1991-07-01,SYOWA,-14.9
3206,1991-08-01,AMUNDSEN-SCOT,-55.2
3207,1991-08-01,HALLEY,-28.4
3208,1991-08-01,BASE BELGRANO,-19.7
3209,1991-08-01,ROTHERA POINT,-10.1
3210,1991-08-01,NOVOLAZAREVSK,-14.4
3211,1991-08-01,SYOWA,-15.2
3212,1991-08-01,MOLODEZNAJA,-15.3
3213,1991-08-01,VOSTOK,-58.7
3214,1991-09-01,AMUNDSEN-SCOT,-57.6
3215,1991-09-01,HALLEY,-28.3
3216,1991-09-01,BASE BELGRANO,-20.0
3217,1991-09-01,ROTHERA POINT,-10.1
3218,1991-09-01,NOVOLAZAREVSK,-16.8
3219,1991-09-01,SYOWA,-17.5
3220,1991-09-01,MOLODEZNAJA,-16.2
3221,1991-09-01,VOSTOK,-67.2
3222,1991-10-01,AMUNDSEN-SCOT,-51.5
3223,1991-10-01,HALLEY,-24.5
3224,1991-10-01,BASE BELGRANO,-15.6
3225,1991-10-01,ROTHERA POINT,-6.4
3226,1991-10-01,NOVOLAZAREVSK,-15.6
3227,1991-10-01,SYOWA,-16.9
3228,1991-10-01,MOLODEZNAJA,-16.6
3229,1991-10-01,VOSTOK,-68.0
3230,1991-11-01,AMUNDSEN-SCOT,-50.4
3231,1991-11-01,HALLEY,-22.0
3232,1991-11-01,BASE BELGRANO,-15.4
3233,1991-11-01,ROTHERA POINT,-7.0
3234,1991-11-01,NOVOLAZAREVSK,-12.7
3235,1991-11-01,SYOWA,-16.1
3236,1991-11-01,MOLODEZNAJA,-15.0
3237,1991-11-01,VOSTOK,-58.8
3238,1991-12-01,AMUNDSEN-SCOT,-37.9
3239,1991-12-01,HALLEY,-11.3
3240,1991-12-01,BASE BELGRANO,-6.8
3241,1991-12-01,ROTHERA POINT,-2.6
3242,1991-12-01,SYOWA,-7.0
3243,1991-12-01,MCMURDO,-8.0
3244,1992-01-01,AMUNDSEN-SCOT,-24.9
3245,1992-01-01,HALLEY,-5.0
3246,1992-01-01,BASE BELGRANO,-3.2
3247,1992-01-01,ROTHERA POINT,0.7
3248,1992-01-01,SYOWA,0.0
3249,1992-01-01,MCMURDO,-1.2
3250,1992-02-01,AMUNDSEN-SCOT,-27.7
3251,1992-02-01,NOVOLAZAREVSK,0.7
3252,1992-02-01,SYOWA,0.0
3253,1992-02-01,MOLODEZNAJA,-0.3
3254,1992-02-01,VOSTOK,-32.7
3255,1992-02-01,MCMURDO,-5.0
3256,1992-03-01,AMUNDSEN-SCOT,-41.5
3257,1992-03-01,NOVOLAZAREVSK,-2.3
3258,1992-03-01,SYOWA,-2.7
3259,1992-03-01,MOLODEZNAJA,-3.4
3260,1992-03-01,VOSTOK,-41.3
3261,1992-03-01,MCMURDO,-10.0
3262,1992-04-01,AMUNDSEN-SCOT,-55.1
3263,1992-04-01,NOVOLAZAREVSK,-6.4
3264,1992-04-01,SYOWA,-5.5
3265,1992-04-01,MOLODEZNAJA,-7.5
3266,1992-04-01,VOSTOK,-57.8
3267,1992-04-01,MCMURDO,-14.4
3268,1992-05-01,AMUNDSEN-SCOT,-51.7
3269,1992-05-01,HALLEY,-25.5
3270,1992-05-01,ROTHERA POINT,-3.2
3271,1992-05-01,NOVOLAZAREVSK,-11.2
3272,1992-05-01,SYOWA,-8.8
3273,1992-05-01,MOLODEZNAJA,-9.0
3274,1992-05-01,VOSTOK,-65.7
3275,1992-05-01,MCMURDO,-23.3
3276,1992-06-01,AMUNDSEN-SCOT,-57.4
3277,1992-06-01,SYOWA,-12.2
3278,1992-06-01,MCMURDO,-22.1
3279,1992-07-01,AMUNDSEN-SCOT,-54.0
3280,1992-07-01,SYOWA,-12.6
3281,1992-08-01,AMUNDSEN-SCOT,-58.5
3282,1992-08-01,HALLEY,-29.3
3283,1992-08-01,SYOWA,-16.1
3284,1992-08-01,MCMURDO,-22.0
3285,1992-09-01,AMUNDSEN-SCOT,-59.1
3286,1992-09-01,SYOWA,-17.8
3287,1992-10-01,AMUNDSEN-SCOT,-56.3
3288,1992-10-01,HALLEY,-28.2
3289,1992-10-01,NOVOLAZAREVSK,-18.8
3290,1992-10-01,SYOWA,-20.9
3291,1992-10-01,MOLODEZNAJA,-20.3
3292,1992-10-01,VOSTOK,-67.6
3293,1992-11-01,AMUNDSEN-SCOT,-45.5
3294,1992-11-01,BASE BELGRANO,-10.8
3295,1992-11-01,NOVOLAZAREVSK,-13.6
3296,1992-11-01,SYOWA,-14.1
3297,1992-11-01,VOSTOK,-51.6
3298,1992-12-01,AMUNDSEN-SCOT,-37.8
3299,1992-12-01,HALLEY,-12.5
3300,1992-12-01,NOVOLAZAREVSK,-6.8
3301,1992-12-01,SYOWA,-6.4
3302,1992-12-01,MOLODEZNAJA,-6.1
3303,1992-12-01,VOSTOK,-41.3
3304,1993-01-01,AMUNDSEN-SCOT,-28.6
3305,1993-01-01,HALLEY,-5.3
3306,1993-01-01,SYOWA,-2.2
3307,1993-02-01,AMUNDSEN-SCOT,-27.3
3308,1993-02-01,HALLEY,-6.6
3309,1993-02-01,BASE BELGRANO,-4.8
3310,1993-02-01,NOVOLAZAREVSK,-0.1
3311,1993-02-01,SYOWA,0.4
3312,1993-02-01,MOLODEZNAJA,0.1
3313,1993-02-01,VOSTOK,-32.0
3314,1993-03-01,AMUNDSEN-SCOT,-41.0
3315,1993-03-01,HALLEY,-13.2
3316,1993-03-01,NOVOLAZAREVSK,-3.8
3317,1993-03-01,MOLODEZNAJA,-4.9
3318,1993-03-01,VOSTOK,-46.1
3319,1993-04-01,AMUNDSEN-SCOT,-51.6
3320,1993-04-01,HALLEY,-14.8
3321,1993-04-01,NOVOLAZAREVSK,-7.4
3322,1993-04-01,SYOWA,-7.3
3323,1993-04-01,MOLODEZNAJA,-9.2
3324,1993-04-01,VOSTOK,-57.1
3325,1993-05-01,AMUNDSEN-SCOT,-57.2
3326,1993-05-01,HALLEY,-21.7
3327,1993-05-01,NOVOLAZAREVSK,-12.9
3328,1993-05-01,SYOWA,-12.7
3329,1993-05-01,MOLODEZNAJA,-13.5
3330,1993-05-01,VOSTOK,-65.3
3331,1993-06-01,AMUNDSEN-SCOT,-56.2
3332,1993-06-01,NOVOLAZAREVSK,-13.5
3333,1993-06-01,SYOWA,-16.2
3334,1993-06-01,MOLODEZNAJA,-17.4
3335,1993-06-01,VOSTOK,-67.9
3336,1993-07-01,AMUNDSEN-SCOT,-60.1
3337,1993-07-01,HALLEY,-30.2
3338,1993-07-01,NOVOLAZAREVSK,-15.4
3339,1993-07-01,SYOWA,-19.4
3340,1993-07-01,MOLODEZNAJA,-18.9
3341,1993-07-01,VOSTOK,-68.6
3342,1993-08-01,AMUNDSEN-SCOT,-56.7
3343,1993-08-01,HALLEY,-33.1
3344,1993-08-01,NOVOLAZAREVSK,-19.9
3345,1993-08-01,SYOWA,-21.0
3346,1993-08-01,MOLODEZNAJA,-19.9
3347,1993-08-01,VOSTOK,-70.9
3348,1993-09-01,AMUNDSEN-SCOT,-63.2
3349,1993-09-01,HALLEY,-29.2
3350,1993-09-01,NOVOLAZAREVSK,-16.7
3351,1993-09-01,SYOWA,-20.5
3352,1993-09-01,MOLODEZNAJA,-20.3
3353,1993-09-01,VOSTOK,-70.7
3354,1993-10-01,AMUNDSEN-SCOT,-57.9
3355,1993-10-01,HALLEY,-32.6
3356,1993-10-01,NOVOLAZAREVSK,-15.0
3357,1993-10-01,SYOWA,-17.9
3358,1993-10-01,MOLODEZNAJA,-17.6
3359,1993-10-01,VOSTOK,-68.3
3360,1993-11-01,AMUNDSEN-SCOT,-49.2
3361,1993-11-01,HALLEY,-19.8
3362,1993-11-01,NOVOLAZAREVSK,-9.8
3363,1993-11-01,SYOWA,-13.8
3364,1993-11-01,MOLODEZNAJA,-13.8
3365,1993-11-01,VOSTOK,-55.9
3366,1993-12-01,AMUNDSEN-SCOT,-37.2
3367,1993-12-01,HALLEY,-11.2
3368,1993-12-01,NOVOLAZAREVSK,-6.2
3369,1993-12-01,SYOWA,-7.6
3370,1993-12-01,MOLODEZNAJA,-7.7
3371,1993-12-01,VOSTOK,-42.5
3372,1994-01-01,AMUNDSEN-SCOT,-27.8
3373,1994-01-01,HALLEY,-6.4
3374,1994-01-01,NOVOLAZAREVSK,-0.8
3375,1994-01-01,SYOWA,-1.6
3376,1994-01-01,MOLODEZNAJA,-2.4
3377,1994-01-01,VOSTOK,-32.9
3378,1994-02-01,AMUNDSEN-SCOT,-26.9
3379,1994-02-01,HALLEY,-6.3
3380,1994-02-01,NOVOLAZAREVSK,-0.3
3381,1994-02-01,SYOWA,-0.8
3382,1994-02-01,MOLODEZNAJA,-0.9
3383,1994-02-01,VOSTOK,-31.0
3384,1994-03-01,AMUNDSEN-SCOT,-42.8
3385,1994-03-01,HALLEY,-10.4
3386,1994-03-01,NOVOLAZAREVSK,-4.4
3387,1994-03-01,MOLODEZNAJA,-5.3
3388,1994-04-01,AMUNDSEN-SCOT,-52.0
3389,1994-04-01,HALLEY,-21.6
3390,1994-04-01,BASE SAN MART,-1.1
3391,1994-04-01,NOVOLAZAREVSK,-7.3
3392,1994-04-01,SYOWA,-7.5
3393,1994-04-01,MOLODEZNAJA,-9.8
3394,1994-05-01,AMUNDSEN-SCOT,-55.9
3395,1994-05-01,HALLEY,-25.6
3396,1994-05-01,BASE BELGRANO,-17.8
3397,1994-05-01,BASE SAN MART,-3.1
3398,1994-05-01,NOVOLAZAREVSK,-10.9
3399,1994-05-01,SYOWA,-10.6
3400,1994-05-01,MOLODEZNAJA,-12.3
3401,1994-06-01,AMUNDSEN-SCOT,-57.3
3402,1994-06-01,HALLEY,-28.3
3403,1994-06-01,BASE SAN MART,-6.0
3404,1994-06-01,SYOWA,-13.9
3405,1994-07-01,AMUNDSEN-SCOT,-54.4
3406,1994-07-01,HALLEY,-26.1
3407,1994-07-01,ROTHERA POINT,-10.4
3408,1994-07-01,BASE SAN MART,-12.8
3409,1994-07-01,NOVOLAZAREVSK,-11.8
3410,1994-07-01,MOLODEZNAJA,-13.0
3411,1994-08-01,AMUNDSEN-SCOT,-61.8
3412,1994-08-01,HALLEY,-35.3
3413,1994-08-01,BASE BELGRANO,-25.3
3414,1994-08-01,BASE SAN MART,-17.8
3415,1994-08-01,SYOWA,-14.1
3416,1994-08-01,MOLODEZNAJA,-14.4
3417,1994-09-01,AMUNDSEN-SCOT,-57.5
3418,1994-09-01,HALLEY,-32.5
3419,1994-09-01,BASE BELGRANO,-21.5
3420,1994-09-01,BASE SAN MART,-10.5
3421,1994-10-01,AMUNDSEN-SCOT,-56.5
3422,1994-10-01,HALLEY,-25.0
3423,1994-10-01,BASE BELGRANO,-18.1
3424,1994-10-01,BASE SAN MART,9.7
3425,1994-10-01,NOVOLAZAREVSK,-15.6
3426,1994-10-01,SYOWA,-17.1
3427,1994-10-01,MOLODEZNAJA,-16.8
3428,1994-11-01,AMUNDSEN-SCOT,-50.4
3429,1994-11-01,BASE BELGRANO,-16.7
3430,1994-11-01,BASE SAN MART,-11.8
3431,1994-11-01,NOVOLAZAREVSK,-10.6
3432,1994-11-01,SYOWA,-12.3
3433,1994-11-01,MOLODEZNAJA,-12.4
3434,1994-12-01,AMUNDSEN-SCOT,-36.9
3435,1994-12-01,BASE BELGRANO,-7.4
3436,1994-12-01,ROTHERA POINT,-0.3
3437,1994-12-01,NOVOLAZAREVSK,-4.8
3438,1994-12-01,SYOWA,-6.5
3439,1994-12-01,MOLODEZNAJA,-6.5
3440,1995-01-01,AMUNDSEN-SCOT,-28.1
3441,1995-01-01,NOVOLAZAREVSK,-1.1
3442,1995-01-01,MOLODEZNAJA,-2.8
3443,1995-01-01,VOSTOK,-33.2
3444,1995-02-01,AMUNDSEN-SCOT,-30.4
3445,1995-02-01,NOVOLAZAREVSK,-1.1
3446,1995-02-01,MOLODEZNAJA,-2.9
3447,1995-02-01,VOSTOK,-33.5
3448,1995-03-01,AMUNDSEN-SCOT,-39.3
3449,1995-04-01,AMUNDSEN-SCOT,-51.4
3450,1995-04-01,BASE BELGRANO,-10.0
3451,1995-04-01,BASE SAN MART,-1.6
3452,1995-04-01,NOVOLAZAREVSK,-7.9
3453,1995-04-01,SYOWA,-8.9
3454,1995-04-01,MOLODEZNAJA,-9.8
3455,1995-05-01,AMUNDSEN-SCOT,-56.9
3456,1995-05-01,HALLEY,-25.5
3457,1995-05-01,NOVOLAZAREVSK,-10.4
3458,1995-05-01,SYOWA,-8.9
3459,1995-05-01,MOLODEZNAJA,-8.9
3460,1995-05-01,VOSTOK,-65.5
3461,1995-06-01,AMUNDSEN-SCOT,-57.4
3462,1995-06-01,BASE SAN MART,-4.6
3463,1995-06-01,NOVOLAZAREVSK,-14.6
3464,1995-06-01,SYOWA,-15.0
3465,1995-06-01,MOLODEZNAJA,-14.9
3466,1995-06-01,VOSTOK,-69.0
3467,1995-07-01,AMUNDSEN-SCOT,-57.1
3468,1995-07-01,BASE BELGRANO,-16.1
3469,1995-07-01,BASE SAN MART,-12.0
3470,1995-07-01,NOVOLAZAREVSK,-16.8
3471,1995-07-01,MOLODEZNAJA,-19.3
3472,1995-07-01,VOSTOK,-67.7
3473,1995-08-01,AMUNDSEN-SCOT,-54.4
3474,1995-08-01,NOVOLAZAREVSK,-15.3
3475,1995-08-01,SYOWA,-14.1
3476,1995-08-01,MOLODEZNAJA,-12.9
3477,1995-08-01,VOSTOK,-56.7
3478,1995-09-01,AMUNDSEN-SCOT,-60.9
3479,1995-09-01,BASE SAN MART,-15.1
3480,1995-09-01,NOVOLAZAREVSK,-17.8
3481,1995-09-01,SYOWA,-22.6
3482,1995-09-01,VOSTOK,-67.7
3483,1995-10-01,AMUNDSEN-SCOT,-63.8
3484,1995-10-01,HALLEY,-29.6
3485,1995-10-01,BASE BELGRANO,-21.2
3486,1995-10-01,BASE SAN MART,-10.3
3487,1995-10-01,NOVOLAZAREVSK,-18.6
3488,1995-10-01,SYOWA,-21.7
3489,1995-10-01,MOLODEZNAJA,-20.2
3490,1995-10-01,VOSTOK,-68.6
3491,1995-11-01,AMUNDSEN-SCOT,-48.1
3492,1995-11-01,HALLEY,-18.6
3493,1995-11-01,BASE BELGRANO,-12.7
3494,1995-11-01,BASE SAN MART,-3.7
3495,1995-11-01,NOVOLAZAREVSK,-10.2
