,Time,Station,Temperature
2061,1980-11-01,ROTHERA POINT,-5.2
2062,1980-11-01,NOVOLAZAREVSK,-12.4
2063,1980-11-01,SYOWA,-12.7
2064,1980-11-01,MOLODEZNAJA,-13.7
2065,1980-11-01,VOSTOK,-58.1
2066,1980-11-01,MCMURDO,-19.6
2067,1980-12-01,AMUNDSEN-SCOT,-32.6
2068,1980-12-01,HALLEY,-10.3
2069,1980-12-01,BASE BELGRANO,-7.2
2070,1980-12-01,ROTHERA POINT,-4.0
2071,1980-12-01,NOVOLAZAREVSK,-3.8
2072,1980-12-01,SYOWA,-4.2
2073,1980-12-01,MOLODEZNAJA,-4.7
2074,1980-12-01,VOSTOK,-42.6
2075,1980-12-01,MCMURDO,-8.7
2076,1981-01-01,AMUNDSEN-SCOT,-24.0
2077,1981-01-01,HALLEY,-6.8
2078,1981-01-01,BASE BELGRANO,-4.8
2079,1981-01-01,NOVOLAZAREVSK,-0.4
2080,1981-01-01,SYOWA,-0.5
2081,1981-01-01,MOLODEZNAJA,-1.0
2082,1981-01-01,VOSTOK,-31.8
2083,1981-01-01,MCMURDO,-2.9
2084,1981-02-01,AMUNDSEN-SCOT,-23.6
2085,1981-02-01,HALLEY,-4.9
2086,1981-02-01,NOVOLAZAREVSK,-0.1
2087,1981-02-01,SYOWA,-1.2
2088,1981-02-01,MOLODEZNAJA,-1.6
2089,1981-02-01,VOSTOK,-33.2
2090,1981-02-01,MCMURDO,-3.7
2091,1981-03-01,AMUNDSEN-SCOT,-37.8
2092,1981-03-01,HALLEY,-9.9
2093,1981-03-01,NOVOLAZAREVSK,-2.0
2094,1981-03-01,SYOWA,-2.6
2095,1981-03-01,MOLODEZNAJA,-3.7
2096,1981-03-01,VOSTOK,-44.9
2097,1981-03-01,MCMURDO,-9.2
2098,1981-04-01,AMUNDSEN-SCOT,-51.4
2099,1981-04-01,HALLEY,-17.4
2100,1981-04-01,NOVOLAZAREVSK,-7.5
2101,1981-04-01,SYOWA,-4.9
2102,1981-04-01,MOLODEZNAJA,-6.8
2103,1981-04-01,VOSTOK,-56.4
2104,1981-04-01,MCMURDO,-13.0
2105,1981-05-01,AMUNDSEN-SCOT,-57.4
2106,1981-05-01,HALLEY,-18.4
2107,1981-05-01,NOVOLAZAREVSK,-12.4
2108,1981-05-01,SYOWA,-8.8
2109,1981-05-01,MOLODEZNAJA,-11.3
2110,1981-05-01,VOSTOK,-66.7
2111,1981-05-01,MCMURDO,-24.2
2112,1981-06-01,AMUNDSEN-SCOT,-52.4
2113,1981-06-01,HALLEY,-27.6
2114,1981-06-01,BASE BELGRANO,-18.4
2115,1981-06-01,NOVOLAZAREVSK,-12.4
2116,1981-06-01,SYOWA,-11.7
2117,1981-06-01,MOLODEZNAJA,-14.8
2118,1981-06-01,VOSTOK,-69.5
2119,1981-06-01,MCMURDO,-22.8
2120,1981-07-01,AMUNDSEN-SCOT,-56.9
2121,1981-07-01,HALLEY,-27.1
2122,1981-07-01,BASE BELGRANO,-19.8
2123,1981-07-01,NOVOLAZAREVSK,-15.8
2124,1981-07-01,SYOWA,-14.8
2125,1981-07-01,MOLODEZNAJA,-16.3
2126,1981-07-01,VOSTOK,-66.5
2127,1981-07-01,MCMURDO,-19.9
2128,1981-08-01,AMUNDSEN-SCOT,-55.1
2129,1981-08-01,HALLEY,-25.9
2130,1981-08-01,BASE BELGRANO,-17.6
2131,1981-08-01,NOVOLAZAREVSK,-11.9
2132,1981-08-01,SYOWA,-14.1
2133,1981-08-01,MOLODEZNAJA,-15.6
2134,1981-08-01,VOSTOK,-63.0
2135,1981-08-01,MCMURDO,-21.4
2136,1981-09-01,AMUNDSEN-SCOT,-54.2
2137,1981-09-01,HALLEY,-26.3
2138,1981-09-01,BASE BELGRANO,-17.0
2139,1981-09-01,NOVOLAZAREVSK,-14.3
2140,1981-09-01,SYOWA,-16.1
2141,1981-09-01,MOLODEZNAJA,-15.9
2142,1981-09-01,VOSTOK,-66.0
2143,1981-09-01,MCMURDO,-24.7
2144,1981-10-01,AMUNDSEN-SCOT,-61.1
2145,1981-10-01,HALLEY,-27.4
2146,1981-10-01,BASE BELGRANO,-19.7
2147,1981-10-01,NOVOLAZAREVSK,-17.6
2148,1981-10-01,SYOWA,-18.1
2149,1981-10-01,MOLODEZNAJA,-19.5
2150,1981-10-01,VOSTOK,-61.4
2151,1981-10-01,MCMURDO,-28.3
2152,1981-11-01,AMUNDSEN-SCOT,-54.7
2153,1981-11-01,HALLEY,-19.9
2154,1981-11-01,BASE BELGRANO,-16.4
2155,1981-11-01,NOVOLAZAREVSK,-15.0
2156,1981-11-01,SYOWA,-15.5
2157,1981-11-01,MOLODEZNAJA,-15.7
2158,1981-11-01,VOSTOK,-58.8
2159,1981-11-01,MCMURDO,-20.5
2160,1981-12-01,AMUNDSEN-SCOT,-40.8
2161,1981-12-01,HALLEY,-11.8
2162,1981-12-01,BASE BELGRANO,-8.2
2163,1981-12-01,NOVOLAZAREVSK,-6.0
2164,1981-12-01,SYOWA,-6.6
2165,1981-12-01,MOLODEZNAJA,-7.5
2166,1981-12-01,VOSTOK,-44.5
2167,1981-12-01,MCMURDO,-11.9
2168,1982-01-01,AMUNDSEN-SCOT,-27.2
2169,1982-01-01,HALLEY,-6.0
2170,1982-01-01,BASE BELGRANO,-4.2
2171,1982-01-01,NOVOLAZAREVSK,-0.9
2172,1982-01-01,SYOWA,-1.8
2173,1982-01-01,MOLODEZNAJA,-2.4
2174,1982-01-01,VOSTOK,-31.7
2175,1982-01-01,MCMURDO,-3.5
2176,1982-02-01,AMUNDSEN-SCOT,-28.0
2177,1982-02-01,HALLEY,-5.1
2178,1982-02-01,BASE BELGRANO,-3.2
2179,1982-02-01,NOVOLAZAREVSK,-0.9
2180,1982-02-01,SYOWA,-1.6
2181,1982-02-01,MOLODEZNAJA,-2.0
2182,1982-02-01,VOSTOK,-32.6
2183,1982-02-01,MCMURDO,-3.4
2184,1982-03-01,AMUNDSEN-SCOT,-39.9
2185,1982-03-01,HALLEY,-9.2
2186,1982-03-01,BASE BELGRANO,-8.0
2187,1982-03-01,NOVOLAZAREVSK,-4.3
2188,1982-03-01,SYOWA,-4.0
2189,1982-03-01,MOLODEZNAJA,-5.0
2190,1982-03-01,VOSTOK,-44.4
2191,1982-03-01,MCMURDO,-8.2
2192,1982-04-01,AMUNDSEN-SCOT,-53.6
2193,1982-04-01,HALLEY,-22.9
2194,1982-04-01,BASE BELGRANO,-14.4
2195,1982-04-01,NOVOLAZAREVSK,-8.9
2196,1982-04-01,SYOWA,-6.2
2197,1982-04-01,MOLODEZNAJA,-7.6
2198,1982-04-01,VOSTOK,-63.9
2199,1982-04-01,MCMURDO,-20.7
2200,1982-05-01,AMUNDSEN-SCOT,-53.8
2201,1982-05-01,HALLEY,-20.1
2202,1982-05-01,BASE BELGRANO,-14.3
2203,1982-05-01,NOVOLAZAREVSK,-11.9
2204,1982-05-01,SYOWA,-9.4
2205,1982-05-01,MOLODEZNAJA,-13.0
2206,1982-05-01,VOSTOK,-65.3
2207,1982-05-01,MCMURDO,-24.2
2208,1982-06-01,AMUNDSEN-SCOT,-55.4
2209,1982-06-01,HALLEY,-26.6
2210,1982-06-01,BASE BELGRANO,-19.2
2211,1982-06-01,NOVOLAZAREVSK,-12.0
2212,1982-06-01,SYOWA,-12.9
2213,1982-06-01,MOLODEZNAJA,-16.4
2214,1982-06-01,VOSTOK,-63.7
2215,1982-06-01,MCMURDO,-24.2
2216,1982-07-01,AMUNDSEN-SCOT,-59.5
2217,1982-07-01,HALLEY,-27.6
2218,1982-07-01,BASE BELGRANO,-21.2
2219,1982-07-01,NOVOLAZAREVSK,-16.8
2220,1982-07-01,SYOWA,-14.8
2221,1982-07-01,MOLODEZNAJA,-16.6
2222,1982-07-01,MCMURDO,-25.8
2223,1982-08-01,AMUNDSEN-SCOT,-57.1
2224,1982-08-01,HALLEY,-25.9
2225,1982-08-01,BASE BELGRANO,-19.9
2226,1982-08-01,BASE SAN MART,-14.7
2227,1982-08-01,NOVOLAZAREVSK,-17.1
2228,1982-08-01,SYOWA,-17.8
2229,1982-08-01,MOLODEZNAJA,-18.3
2230,1982-08-01,VOSTOK,-63.2
2231,1982-08-01,MCMURDO,-28.3
2232,1982-09-01,AMUNDSEN-SCOT,-60.3
2233,1982-09-01,HALLEY,-29.9
2234,1982-09-01,BASE BELGRANO,-20.9
2235,1982-09-01,BASE SAN MART,-10.8
2236,1982-09-01,NOVOLAZAREVSK,-19.0
2237,1982-09-01,SYOWA,-22.4
2238,1982-09-01,MOLODEZNAJA,-21.3
2239,1982-09-01,VOSTOK,-72.4
2240,1982-09-01,MCMURDO,-23.4
2241,1982-10-01,AMUNDSEN-SCOT,-60.5
2242,1982-10-01,HALLEY,-22.5
2243,1982-10-01,BASE BELGRANO,-16.3
2244,1982-10-01,BASE SAN MART,-9.9
2245,1982-10-01,NOVOLAZAREVSK,-17.5
2246,1982-10-01,SYOWA,-20.4
2247,1982-10-01,MOLODEZNAJA,-20.1
2248,1982-10-01,VOSTOK,-71.3
2249,1982-10-01,MCMURDO,-27.0
2250,1982-11-01,AMUNDSEN-SCOT,-48.0
2251,1982-11-01,HALLEY,-18.3
2252,1982-11-01,BASE BELGRANO,-13.6
2253,1982-11-01,BASE SAN MART,-5.0
2254,1982-11-01,NOVOLAZAREVSK,-13.2
2255,1982-11-01,SYOWA,-15.5
2256,1982-11-01,MOLODEZNAJA,-15.5
2257,1982-11-01,VOSTOK,-57.3
2258,1982-11-01,MCMURDO,-19.6
2259,1982-12-01,AMUNDSEN-SCOT,-31.2
2260,1982-12-01,HALLEY,-11.4
2261,1982-12-01,BASE BELGRANO,-6.7
2262,1982-12-01,BASE SAN MART,1.3
2263,1982-12-01,NOVOLAZAREVSK,-4.7
2264,1982-12-01,SYOWA,-5.9
2265,1982-12-01,MOLODEZNAJA,-6.1
2266,1982-12-01,VOSTOK,-38.8
2267,1982-12-01,MCMURDO,-9.8
2268,1983-01-01,AMUNDSEN-SCOT,-26.0
2269,1983-01-01,HALLEY,-5.6
2270,1983-01-01,BASE BELGRANO,-2.4
2271,1983-01-01,NOVOLAZAREVSK,-0.2
2272,1983-01-01,SYOWA,-0.7
2273,1983-01-01,MOLODEZNAJA,-1.2
2274,1983-01-01,VOSTOK,-31.2
2275,1983-01-01,MCMURDO,-2.5
2276,1983-02-01,AMUNDSEN-SCOT,-18.9
2277,1983-02-01,HALLEY,-5.7
2278,1983-02-01,BASE BELGRANO,-3.9
2279,1983-02-01,BASE SAN MART,2.1
2280,1983-02-01,NOVOLAZAREVSK,0.4
2281,1983-02-01,SYOWA,0.3
2282,1983-02-01,MOLODEZNAJA,0.3
2283,1983-02-01,VOSTOK,-31.5
2284,1983-02-01,MCMURDO,-3.0
2285,1983-03-01,AMUNDSEN-SCOT,-41.7
2286,1983-03-01,HALLEY,-9.9
2287,1983-03-01,BASE BELGRANO,-6.3
2288,1983-03-01,NOVOLAZAREVSK,-3.0
2289,1983-03-01,SYOWA,-3.0
2290,1983-03-01,MOLODEZNAJA,-4.8
2291,1983-03-01,VOSTOK,-44.4
2292,1983-03-01,MCMURDO,-12.4
2293,1983-04-01,AMUNDSEN-SCOT,-53.7
2294,1983-04-01,HALLEY,-16.4
2295,1983-04-01,BASE BELGRANO,-13.6
2296,1983-04-01,BASE SAN MART,-2.6
2297,1983-04-01,NOVOLAZAREVSK,-8.0
2298,1983-04-01,SYOWA,-7.0
2299,1983-04-01,MOLODEZNAJA,-9.6
2300,1983-04-01,VOSTOK,-57.9
2301,1983-04-01,MCMURDO,-17.1
2302,1983-05-01,AMUNDSEN-SCOT,-55.0
2303,1983-05-01,HALLEY,-25.8
2304,1983-05-01,BASE BELGRANO,-15.5
2305,1983-05-01,BASE SAN MART,-2.1
2306,1983-05-01,NOVOLAZAREVSK,-9.5
2307,1983-05-01,SYOWA,-10.6
2308,1983-05-01,MOLODEZNAJA,-13.1
2309,1983-05-01,VOSTOK,-63.5
2310,1983-05-01,MCMURDO,-16.3
2311,1983-06-01,AMUNDSEN-SCOT,-55.2
2312,1983-06-01,HALLEY,-22.8
2313,1983-06-01,BASE BELGRANO,-15.8
2314,1983-06-01,BASE SAN MART,-3.4
2315,1983-06-01,NOVOLAZAREVSK,-11.8
2316,1983-06-01,SYOWA,-12.2
2317,1983-06-01,MOLODEZNAJA,-14.9
2318,1983-06-01,VOSTOK,-60.5
2319,1983-06-01,MCMURDO,-16.5
2320,1983-07-01,AMUNDSEN-SCOT,-61.0
2321,1983-07-01,HALLEY,-29.0
2322,1983-07-01,BASE BELGRANO,-21.3
2323,1983-07-01,BASE SAN MART,-5.2
2324,1983-07-01,NOVOLAZAREVSK,-14.6
2325,1983-07-01,SYOWA,-13.6
2326,1983-07-01,MOLODEZNAJA,-16.4
2327,1983-07-01,VOSTOK,-61.8
2328,1983-07-01,MCMURDO,-24.7
2329,1983-08-01,AMUNDSEN-SCOT,-62.9
2330,1983-08-01,HALLEY,-31.0
2331,1983-08-01,BASE BELGRANO,-23.4
2332,1983-08-01,BASE SAN MART,-6.0
2333,1983-08-01,NOVOLAZAREVSK,-18.8
2334,1983-08-01,SYOWA,-16.2
2335,1983-08-01,MOLODEZNAJA,-17.2
2336,1983-08-01,VOSTOK,-73.8
2337,1983-08-01,MCMURDO,-27.6
2338,1983-09-01,AMUNDSEN-SCOT,-58.5
2339,1983-09-01,HALLEY,-26.0
2340,1983-09-01,BASE BELGRANO,-18.7
2341,1983-09-01,BASE SAN MART,-9.3
2342,1983-09-01,NOVOLAZAREVSK,-17.6
2343,1983-09-01,SYOWA,-19.3
2344,1983-09-01,MOLODEZNAJA,-11.9
2345,1983-09-01,VOSTOK,-67.3
2346,1983-09-01,MCMURDO,-25.4
2347,1983-10-01,AMUNDSEN-SCOT,-57.4
2348,1983-10-01,HALLEY,-27.9
2349,1983-10-01,BASE BELGRANO,-18.8
2350,1983-10-01,ROTHERA POINT,-7.1
2351,1983-10-01,BASE SAN MART,-11.2
2352,1983-10-01,NOVOLAZAREVSK,-14.8
2353,1983-10-01,SYOWA,-14.2
2354,1983-10-01,MOLODEZNAJA,-14.5
2355,1983-10-01,VOSTOK,-60.7
2356,1983-10-01,MCMURDO,-24.4
2357,1983-11-01,AMUNDSEN-SCOT,-54.3
2358,1983-11-01,HALLEY,-21.5
2359,1983-11-01,BASE BELGRANO,-16.1
2360,1983-11-01,ROTHERA POINT,-8.5
2361,1983-11-01,BASE SAN MART,-7.3
2362,1983-11-01,NOVOLAZAREVSK,-11.5
2363,1983-11-01,SYOWA,-12.4
2364,1983-11-01,MOLODEZNAJA,-12.9
2365,1983-11-01,VOSTOK,-57.4
2366,1983-11-01,MCMURDO,-18.6
2367,1983-12-01,AMUNDSEN-SCOT,-42.0
2368,1983-12-01,HALLEY,-14.3
2369,1983-12-01,ROTHERA POINT,-6.0
2370,1983-12-01,BASE SAN MART,-1.7
2371,1983-12-01,NOVOLAZAREVSK,-7.0
2372,1983-12-01,SYOWA,-8.4
2373,1983-12-01,MOLODEZNAJA,-8.8
2374,1983-12-01,VOSTOK,-45.5
2375,1983-12-01,MCMURDO,-9.8
2376,1984-01-01,AMUNDSEN-SCOT,-29.1
2377,1984-01-01,HALLEY,-7.7
2378,1984-01-01,BASE BELGRANO,-4.4
2379,1984-01-01,ROTHERA POINT,-1.3
2380,1984-01-01,BASE SAN MART,0.6
2381,1984-01-01,NOVOLAZAREVSK,-1.8
2382,1984-01-01,SYOWA,-3.5
2383,1984-01-01,MOLODEZNAJA,-3.8
2384,1984-01-01,VOSTOK,-33.3
2385,1984-01-01,MCMURDO,-3.6
2386,1984-02-01,AMUNDSEN-SCOT,-26.5
2387,1984-02-01,HALLEY,-4.6
2388,1984-02-01,BASE BELGRANO,-1.4
2389,1984-02-01,ROTHERA POINT,1.1
2390,1984-02-01,BASE SAN MART,0.7
2391,1984-02-01,SYOWA,-0.1
2392,1984-02-01,MOLODEZNAJA,-0.5
2393,1984-02-01,MCMURDO,-2.9
2394,1984-03-01,AMUNDSEN-SCOT,-39.9
2395,1984-03-01,HALLEY,-11.9
2396,1984-03-01,BASE BELGRANO,-5.3
2397,1984-03-01,ROTHERA POINT,1.1
2398,1984-03-01,BASE SAN MART,1.0
2399,1984-03-01,SYOWA,-3.1
2400,1984-03-01,MOLODEZNAJA,-4.9
2401,1984-03-01,VOSTOK,-47.3
2402,1984-03-01,MCMURDO,-10.9
2403,1984-04-01,AMUNDSEN-SCOT,-51.5
2404,1984-04-01,HALLEY,-16.0
2405,1984-04-01,BASE BELGRANO,-13.3
2406,1984-04-01,ROTHERA POINT,0.7
2407,1984-04-01,BASE SAN MART,0.4
2408,1984-04-01,NOVOLAZAREVSK,-7.6
2409,1984-04-01,SYOWA,-6.0
2410,1984-04-01,MOLODEZNAJA,-8.3
2411,1984-04-01,VOSTOK,-57.2
2412,1984-04-01,MCMURDO,-15.1
2413,1984-05-01,AMUNDSEN-SCOT,-59.6
2414,1984-05-01,HALLEY,-22.9
2415,1984-05-01,BASE BELGRANO,-15.5
2416,1984-05-01,ROTHERA POINT,-2.7
2417,1984-05-01,BASE SAN MART,-3.8
2418,1984-05-01,NOVOLAZAREVSK,-13.1
2419,1984-05-01,SYOWA,-9.7
2420,1984-05-01,MOLODEZNAJA,-13.3
2421,1984-05-01,VOSTOK,-62.9
2422,1984-05-01,MCMURDO,-17.0
2423,1984-06-01,AMUNDSEN-SCOT,-55.5
2424,1984-06-01,HALLEY,-21.7
2425,1984-06-01,BASE BELGRANO,-14.8
2426,1984-06-01,ROTHERA POINT,-5.4
2427,1984-06-01,BASE SAN MART,-6.2
2428,1984-06-01,NOVOLAZAREVSK,-12.0
2429,1984-06-01,SYOWA,-11.3
2430,1984-06-01,MOLODEZNAJA,-12.4
2431,1984-06-01,VOSTOK,-61.0
2432,1984-06-01,MCMURDO,-19.0
2433,1984-07-01,AMUNDSEN-SCOT,-62.9
2434,1984-07-01,HALLEY,-32.5
2435,1984-07-01,BASE BELGRANO,-22.9
2436,1984-07-01,ROTHERA POINT,-10.0
2437,1984-07-01,BASE SAN MART,-13.4
2438,1984-07-01,NOVOLAZAREVSK,-16.6
2439,1984-07-01,SYOWA,-18.1
2440,1984-07-01,MOLODEZNAJA,-18.1
2441,1984-07-01,VOSTOK,-70.6
2442,1984-07-01,MCMURDO,-22.9
2443,1984-08-01,AMUNDSEN-SCOT,-53.7
2444,1984-08-01,HALLEY,-25.3
2445,1984-08-01,BASE BELGRANO,-18.1
2446,1984-08-01,ROTHERA POINT,-8.6
2447,1984-08-01,BASE SAN MART,-10.7
2448,1984-08-01,NOVOLAZAREVSK,-17.9
2449,1984-08-01,SYOWA,-21.8
2450,1984-08-01,MOLODEZNAJA,-22.7
2451,1984-08-01,VOSTOK,-65.5
2452,1984-08-01,MCMURDO,-23.2
2453,1984-09-01,AMUNDSEN-SCOT,-58.7
2454,1984-09-01,HALLEY,-25.5
2455,1984-09-01,BASE BELGRANO,-17.8
2456,1984-09-01,ROTHERA POINT,-6.9
2457,1984-09-01,BASE SAN MART,-9.1
2458,1984-09-01,NOVOLAZAREVSK,-22.2
2459,1984-09-01,SYOWA,-19.4
2460,1984-09-01,MOLODEZNAJA,-19.2
2461,1984-09-01,VOSTOK,-68.2
2462,1984-09-01,MCMURDO,-25.4
2463,1984-10-01,AMUNDSEN-SCOT,-55.9
2464,1984-10-01,HALLEY,-27.7
2465,1984-10-01,BASE BELGRANO,-17.7
2466,1984-10-01,ROTHERA POINT,-3.8
2467,1984-10-01,BASE SAN MART,-5.2
2468,1984-10-01,NOVOLAZAREVSK,-15.0
2469,1984-10-01,SYOWA,-16.6
2470,1984-10-01,MOLODEZNAJA,-17.0
2471,1984-10-01,VOSTOK,-63.2
2472,1984-10-01,MCMURDO,-24.0
2473,1984-11-01,AMUNDSEN-SCOT,-51.1
2474,1984-11-01,HALLEY,-23.4
2475,1984-11-01,BASE BELGRANO,-18.5
2476,1984-11-01,ROTHERA POINT,-6.2
2477,1984-11-01,BASE SAN MART,-8.8
2478,1984-11-01,NOVOLAZAREVSK,-14.0
2479,1984-11-01,SYOWA,-15.2
2480,1984-11-01,MOLODEZNAJA,-16.4
2481,1984-11-01,VOSTOK,-58.0
2482,1984-11-01,MCMURDO,-16.8
2483,1984-12-01,AMUNDSEN-SCOT,-34.2
2484,1984-12-01,HALLEY,-13.9
2485,1984-12-01,BASE BELGRANO,-9.9
2486,1984-12-01,ROTHERA POINT,-2.3
2487,1984-12-01,BASE SAN MART,-3.3
2488,1984-12-01,NOVOLAZAREVSK,-7.3
2489,1984-12-01,SYOWA,-7.4
2490,1984-12-01,MOLODEZNAJA,-7.5
2491,1984-12-01,VOSTOK,-42.0
2492,1984-12-01,MCMURDO,-8.2
2493,1985-01-01,AMUNDSEN-SCOT,-24.6
2494,1985-01-01,HALLEY,-5.9
2495,1985-01-01,BASE BELGRANO,-3.0
2496,1985-01-01,ROTHERA POINT,1.1
2497,1985-01-01,BASE SAN MART,1.5
2498,1985-01-01,NOVOLAZAREVSK,-0.1
2499,1985-01-01,SYOWA,-0.4
2500,1985-01-01,MOLODEZNAJA,-0.6
2501,1985-01-01,VOSTOK,-30.4
2502,1985-01-01,MCMURDO,-1.4
2503,1985-02-01,AMUNDSEN-SCOT,-26.0
2504,1985-02-01,HALLEY,-6.2
2505,1985-02-01,BASE BELGRANO,-3.0
2506,1985-02-01,ROTHERA POINT,1.9
2507,1985-02-01,BASE SAN MART,2.7
2508,1985-02-01,NOVOLAZAREVSK,1.3
2509,1985-02-01,SYOWA,0.6
2510,1985-02-01,MOLODEZNAJA,0.8
2511,1985-02-01,VOSTOK,-32.7
2512,1985-02-01,MCMURDO,-1.5
2513,1985-03-01,AMUNDSEN-SCOT,-42.0
2514,1985-03-01,HALLEY,-13.4
2515,1985-03-01,BASE BELGRANO,-8.7
2516,1985-03-01,ROTHERA POINT,0.8
2517,1985-03-01,BASE SAN MART,0.6
2518,1985-03-01,NOVOLAZAREVSK,-2.6
2519,1985-03-01,SYOWA,-2.2
2520,1985-03-01,MOLODEZNAJA,-3.3
2521,1985-03-01,VOSTOK,-41.3
2522,1985-03-01,MCMURDO,-11.5
2523,1985-04-01,AMUNDSEN-SCOT,-52.2
2524,1985-04-01,HALLEY,-15.0
2525,1985-04-01,BASE BELGRANO,-11.8
2526,1985-04-01,ROTHERA POINT,-0.9
2527,1985-04-01,BASE SAN MART,-1.4
2528,1985-04-01,NOVOLAZAREVSK,-6.7
2529,1985-04-01,SYOWA,-6.7
2530,1985-04-01,MOLODEZNAJA,-9.2
2531,1985-04-01,VOSTOK,-57.8
2532,1985-04-01,MCMURDO,-15.6
2533,1985-05-01,AMUNDSEN-SCOT,-55.1
2534,1985-05-01,HALLEY,-24.4
2535,1985-05-01,BASE BELGRANO,-17.9
2536,1985-05-01,ROTHERA POINT,-2.2
2537,1985-05-01,BASE SAN MART,-2.6
2538,1985-05-01,NOVOLAZAREVSK,-9.5
2539,1985-05-01,SYOWA,-6.8
2540,1985-05-01,MOLODEZNAJA,-10.9
2541,1985-05-01,VOSTOK,-65.7
2542,1985-05-01,MCMURDO,-21.9
2543,1985-06-01,AMUNDSEN-SCOT,-58.5
2544,1985-06-01,HALLEY,-28.8
2545,1985-06-01,BASE BELGRANO,-19.0
2546,1985-06-01,ROTHERA POINT,-4.3
2547,1985-06-01,BASE SAN MART,-5.1
2548,1985-06-01,NOVOLAZAREVSK,-15.1
2549,1985-06-01,SYOWA,-13.5
2550,1985-06-01,MOLODEZNAJA,-16.9
2551,1985-06-01,VOSTOK,-68.1
2552,1985-06-01,MCMURDO,-23.1
2553,1985-07-01,AMUNDSEN-SCOT,-52.3
2554,1985-07-01,HALLEY,-29.3
2555,1985-07-01,BASE BELGRANO,-19.4
2556,1985-07-01,ROTHERA POINT,-5.7
2557,1985-07-01,BASE SAN MART,-8.3
2558,1985-07-01,NOVOLAZAREVSK,-12.5
2559,1985-07-01,SYOWA,-13.8
2560,1985-07-01,MOLODEZNAJA,-14.3
2561,1985-07-01,VOSTOK,-62.5
2562,1985-07-01,MCMURDO,-24.3
2563,1985-08-01,AMUNDSEN-SCOT,-59.4
2564,1985-08-01,HALLEY,-23.8
2565,1985-08-01,BASE BELGRANO,-18.3
2566,1985-08-01,ROTHERA POINT,-8.7
2567,1985-08-01,BASE SAN MART,-12.3
2568,1985-08-01,NOVOLAZAREVSK,-16.9
2569,1985-08-01,SYOWA,-17.3
2570,1985-08-01,MOLODEZNAJA,-17.7
2571,1985-08-01,VOSTOK,-58.7
2572,1985-08-01,MCMURDO,-32.3
2573,1985-09-01,AMUNDSEN-SCOT,-56.7
2574,1985-09-01,HALLEY,-25.1
2575,1985-09-01,BASE BELGRANO,-19.7
2576,1985-09-01,ROTHERA POINT,-7.3
2577,1985-09-01,BASE SAN MART,-10.5
2578,1985-09-01,NOVOLAZAREVSK,-18.0
2579,1985-09-01,SYOWA,-21.8
2580,1985-09-01,MOLODEZNAJA,-22.4
2581,1985-09-01,VOSTOK,-67.2
2582,1985-09-01,MCMURDO,-26.1
2583,1985-10-01,AMUNDSEN-SCOT,-60.4
2584,1985-10-01,HALLEY,-26.5
2585,1985-10-01,BASE BELGRANO,-19.7
2586,1985-10-01,ROTHERA POINT,-4.9
2587,1985-10-01,BASE SAN MART,-5.9
2588,1985-10-01,NOVOLAZAREVSK,-16.4
2589,1985-10-01,SYOWA,-16.6
2590,1985-10-01,MOLODEZNAJA,-16.7
2591,1985-10-01,VOSTOK,-67.6
2592,1985-10-01,MCMURDO,-24.4
2593,1985-11-01,AMUNDSEN-SCOT,-50.1
2594,1985-11-01,HALLEY,-22.5
2595,1985-11-01,BASE BELGRANO,-16.5
2596,1985-11-01,ROTHERA POINT,-3.5
2597,1985-11-01,BASE SAN MART,-4.3
2598,1985-11-01,NOVOLAZAREVSK,-12.9
2599,1985-11-01,SYOWA,-13.3
2600,1985-11-01,MOLODEZNAJA,-13.9
2601,1985-11-01,VOSTOK,-51.6
2602,1985-11-01,MCMURDO,-18.2
2603,1985-12-01,AMUNDSEN-SCOT,-39.3
2604,1985-12-01,HALLEY,-17.2
2605,1985-12-01,BASE BELGRANO,-12.4
2606,1985-12-01,ROTHERA POINT,-0.1
2607,1985-12-01,BASE SAN MART,-0.6
2608,1985-12-01,NOVOLAZAREVSK,-9.0
2609,1985-12-01,SYOWA,-7.6
2610,1985-12-01,MOLODEZNAJA,-8.6
2611,1985-12-01,VOSTOK,-41.3
2612,1985-12-01,MCMURDO,-10.7
2613,1986-01-01,AMUNDSEN-SCOT,-29.7
2614,1986-01-01,HALLEY,-7.1
2615,1986-01-01,BASE BELGRANO,-3.2
2616,1986-01-01,ROTHERA POINT,0.2
2617,1986-01-01,BASE SAN MART,0.0
2618,1986-01-01,NOVOLAZAREVSK,-1.7
2619,1986-01-01,SYOWA,-2.5
2620,1986-01-01,MOLODEZNAJA,-3.5
2621,1986-01-01,VOSTOK,-30.5
2622,1986-01-01,MCMURDO,-4.4
2623,1986-02-01,AMUNDSEN-SCOT,-25.0
2624,1986-02-01,HALLEY,-6.4
2625,1986-02-01,BASE BELGRANO,-2.3
2626,1986-02-01,ROTHERA POINT,1.1
2627,1986-02-01,BASE SAN MART,0.6
2628,1986-02-01,NOVOLAZAREVSK,0.7
2629,1986-02-01,SYOWA,-1.4
2630,1986-02-01,MOLODEZNAJA,-0.3
2631,1986-02-01,VOSTOK,-30.7
2632,1986-02-01,MCMURDO,-3.3
2633,1986-03-01,AMUNDSEN-SCOT,-35.1
2634,1986-03-01,HALLEY,-8.1
2635,1986-03-01,BASE BELGRANO,-4.6
2636,1986-03-01,ROTHERA POINT,1.4
2637,1986-03-01,BASE SAN MART,1.2
